status;agency_reference;type;purpose;address;complement;district;complex;city;sell_price;rental_price;complex_fee;property_tax;bedrooms;suites;parking_spaces;date_added;total_area;area;number;full_address;agency;latitude;longitude
Ativo;AP1825;Apartamento;Residencial;Rua Conselheiro Ramalho 52;14;Bela Vista;Appia;São Paulo;290000.0;0.0;0.04;0.0;1;0;1;2018-06-10 00:00:00.000;76.0;45.0;52;Appia, Rua Conselheiro Ramalho 52, Bela Vista, São Paulo;NuDoor;-023.5576400000;-046.6444300000
Ativo;AP2075;Apartamento;Residencial;Avenida Nove de Julho 1143;72;Bela Vista;Lancaster;São Paulo;220000.0;0.0;0.03;0.0;1;0;0;2018-10-19 00:00:00.000;47.0;47.0;1143;Lancaster, Avenida Nove de Julho 1143, Bela Vista, São Paulo;NuDoor;-023.5532200000;-046.6476500000
Ativo;AP1219;Apartamento;Residencial;Rua Rocha 35;13;Bela Vista;Edifício Garden Plaza;São Paulo;207000.0;0.0;0.01;0.0;1;0;0;2017-07-14 00:00:00.000;47.0;47.0;35;Edifício Garden Plaza, Rua Rocha 35, Bela Vista, São Paulo;NuDoor;-023.5565500000;-046.6498200000
Ativo;AP1058;Apartamento;Residencial;Rua Manoel Dutra 43;501;Bela Vista;Marajo;São Paulo;207000.0;0.0;0.03;0.0;1;0;0;2017-04-12 00:00:00.000;32.0;32.0;43;Marajo, Rua Manoel Dutra 43, Bela Vista, São Paulo;NuDoor;-023.5554300000;-046.6457200000
Ativo;AP2168;Apartamento;Residencial;Rua Francisca Miquelina 177;111;Bela Vista;União;São Paulo;180000.0;0.0;0.03;0.0;1;0;0;2019-01-15 00:00:00.000;30.0;30.0;177;União, Rua Francisca Miquelina 177, Bela Vista, São Paulo;NuDoor;-023.5535700000;-046.6394200000
Ativo;AP1893;Apartamento;Residencial;Avenida Paulista 20;94;Bela Vista;Baronesa Arari;São Paulo;310000.0;0.0;0.04;0.0;1;0;0;2018-07-15 00:00:00.000;30.0;30.0;20;Baronesa Arari, Avenida Paulista 20, Bela Vista, São Paulo;NuDoor;-023.6178500000;-046.6631900000
Ativo;AP1878;Apartamento;Residencial;Rua Francisca Miquelina 177;13;Bela Vista;União;São Paulo;180000.0;0.0;0.03;0.0;1;0;0;2018-07-09 00:00:00.000;30.0;30.0;177;União, Rua Francisca Miquelina 177, Bela Vista, São Paulo;NuDoor;-023.5535700000;-046.6394200000
Ativo;AP2191;Apartamento;Residencial;Rua Humaitá 184;23;Bela Vista;Catende;São Paulo;500000.0;0.0;0.08;0.0;2;0;0;2019-01-31 00:00:00.000;103.0;103.0;184;Catende, Rua Humaitá 184, Bela Vista, São Paulo;NuDoor;-023.5590100000;-046.6405200000
Ativo;AP2707;Apartamento;Residencial;Rua Santo Amaro 271;6;Bela Vista;Brotero;São Paulo;500000.0;0.0;0.09;0.0;3;0;0;2019-12-08 00:00:00.000;168.0;168.0;271;Brotero, Rua Santo Amaro 271, Bela Vista, São Paulo;NuDoor;-023.5560800000;-046.6400500000
Ativo;AP2748;Apartamento;Residencial;Avenida Paulista 17;01;Bela Vista;Baronesa de Arari;São Paulo;320000.0;0.0;0.04;0.0;1;0;0;2020-02-02 00:00:00.000;30.0;30.0;17;Baronesa de Arari, Avenida Paulista 17, Bela Vista, São Paulo;NuDoor;-023.6178300000;-046.6630900000
Ativo;AP2669;Apartamento;Residencial;Rua Eça de Queiroz 308;52;Paraíso;Manoel Pinheiro Ribeiro;São Paulo;750000.0;0.0;1300.0;120.0;3;1;1;2019-11-24 00:00:00.000;160.0;110.0;308;Manoel Pinheiro Ribeiro, Rua Eça de Queiroz 308, Paraíso, São Paulo;NuDoor;-023.5790000000;-046.6438800000
Ativo;AP1279;Apartamento;Residencial;Rua Domingos de Moraes 236;apto 11;Vila Mariana;Saveli;São Paulo;545000.0;0.0;1283.0;70.0;2;0;1;2017-09-13 00:00:00.000;130.0;102.0;236;Saveli, Rua Domingos de Moraes 236, Vila Mariana, São Paulo;NuDoor;-023.5793100000;-046.6407700000
Ativo;AP2042;Apartamento;Residencial;Rua Cubatao 966;apto 133;Vila Mariana;Ana Rosa;São Paulo;560000.0;0.0;700.0;90.0;2;0;0;2018-09-20 00:00:00.000;120.0;84.0;966;Ana Rosa, Rua Cubatao 966, Vila Mariana, São Paulo;NuDoor;-023.5803300000;-046.6417900000
Ativo;AP2677;Apartamento;Residencial;Rua Doutor Tomás Carvalhal 362;apto 31;Paraíso;Barão de Paraitinga;São Paulo;1170000.0;0.0;1220.0;176.0;3;1;1;2019-11-26 00:00:00.000;180.0;127.0;362;Barão de Paraitinga, Rua Doutor Tomás Carvalhal 362, Paraíso, São Paulo;NuDoor;-023.5419800000;-046.6350300000
Ativo;CJ0068;Conjunto;Comercial;Rua Cubatão 472;conjunto 01;Paraíso;Escritorio Comercial;São Paulo;670000.0;3500.0;0.02;620.0;0;0;0;2019-05-21 00:00:00.000;120.0;120.0;472;Escritorio Comercial, Rua Cubatão 472, Paraíso, São Paulo;NuDoor;-023.5761000000;-046.6437200000
Ativo;AP2536;Apartamento;Residencial;Rua Achilles Masetti 138;APTO 23;Paraíso;Olga Ferreira;São Paulo;550000.0;0.0;492.36;30.0;2;0;0;2019-09-15 00:00:00.000;95.0;87.0;138;Olga Ferreira, Rua Achilles Masetti 138, Paraíso, São Paulo;NuDoor;-023.5782400000;-046.6483800000
Cancelado;AP2106;Apartamento;Residencial;Rua Mauro 330;apto 14;Saúde;Noel;São Paulo;0.0;1200.0;0.02;0.01;1;0;0;2018-11-30 00:00:00.000;80.0;60.0;330;Noel, Rua Mauro 330, Saúde, São Paulo;NuDoor;-023.6200800000;-046.6415400000
Ativo;AP2747;Apartamento;Residencial;Rua Caravelas 50;APTO 74;Vila Mariana;Positano;São Paulo;600000.0;0.0;865.0;139.16;2;1;1;2020-02-01 00:00:00.000;106.97;57.0;50;Positano, Rua Caravelas 50, Vila Mariana, São Paulo;NuDoor;-023.5815600000;-046.6475100000
Ativo;AP6107-INC;Apartamento;Residencial;Rua Joaquim Távora 230;;Vila Mariana;JT 230;São Paulo;990761.0;0.0;700.0;0.0;2;1;2;2018-10-01 00:00:00.000;0.0;70.0;230;JT 230, Rua Joaquim Távora 230, Vila Mariana, São Paulo;NuDoor;-023.5870300000;-046.6437900000
Ativo;AP6106-INC;Apartamento;Residencial;Rua Joaquim Távora 230;;Vila Mariana;JT 230;São Paulo;676059.0;0.0;0.0;0.0;1;1;1;2018-10-01 00:00:00.000;0.0;50.0;230;JT 230, Rua Joaquim Távora 230, Vila Mariana, São Paulo;NuDoor;-023.5870300000;-046.6437900000
Ativo;AP6105-INC;Apartamento;Residencial;Rua Estado de Israel 745;;Vila Clementino;STATE IBIRAPUERA;São Paulo;1411812.0;0.0;0.0;0.0;2;2;2;2018-10-01 00:00:00.000;0.0;95.59;745;STATE IBIRAPUERA, Rua Estado de Israel 745, Vila Clementino, São Paulo;NuDoor;-023.5942300000;-046.6468300000
Ativo;AP6103-INC;Apartamento;Residencial;Rua Estado de Israel 745;;Vila Clementino;STATE IBIRAPUERA;São Paulo;891363.0;0.0;0.0;0.0;2;1;1;2018-10-01 00:00:00.000;0.0;67.7;745;STATE IBIRAPUERA, Rua Estado de Israel 745, Vila Clementino, São Paulo;NuDoor;-023.5942300000;-046.6468300000
Ativo;AP1921-INC;Apartamento;Residencial;Estrada São Francisco 2008;;Jardim Wanda;JARDINS DA CIDADE - TABOÃO DA SERRA;Taboão da Serra;356300.0;0.0;450.0;0.0;2;1;1;2016-02-01 00:00:00.000;0.0;72.37;2008;JARDINS DA CIDADE - TABOÃO DA SERRA, Estrada São Francisco 2008, Jardim Wanda, Taboão da Serra;NuDoor;-023.6173800000;-046.7753400000
Ativo;AP2475;Apartamento;Residencial;Rua Monsenhor Passaláqua 91;22;Bela Vista;Julia Maria;São Paulo;297000.0;0.0;690.0;0.0;1;0;1;2019-08-11 00:00:00.000;75.0;49.0;91;Julia Maria, Rua Monsenhor Passaláqua 91, Bela Vista, São Paulo;NuDoor;-023.5608000000;-046.6411800000
Ativo;AP2304;Apartamento;Residencial;Rua Treze de Maio 1412;01;Bela Vista;Maribras;São Paulo;1170000.0;0.0;0.01;0.0;3;1;2;2019-05-03 00:00:00.000;200.0;160.0;1412;Maribras, Rua Treze de Maio 1412, Bela Vista, São Paulo;NuDoor;-023.5655200000;-046.6450900000
Ativo;AP2600;Apartamento;Residencial;Avenida Nove de Julho 125;13;Bela Vista;Pitres;São Paulo;277000.0;0.0;245.0;0.0;1;0;0;2019-10-20 00:00:00.000;43.0;43.0;125;Pitres, Avenida Nove de Julho 125, Bela Vista, São Paulo;NuDoor;-022.6461400000;-047.1945900000
Ativo;AP2648;Apartamento;Residencial;Rua Santo Antônio 639;1133;Bela Vista;Lady Nina;São Paulo;257000.0;0.0;0.05;0.0;1;1;1;2019-11-20 00:00:00.000;77.0;33.0;639;Lady Nina, Rua Santo Antônio 639, Bela Vista, São Paulo;NuDoor;-023.5510500000;-046.6432200000
Ativo;AP2062;Apartamento;Residencial;Rua Treze de Maio 1418;81;Bela Vista;Nossa Senhora do Carmo;São Paulo;677000.0;0.0;0.08;0.0;2;0;1;2018-10-13 00:00:00.000;110.0;83.0;1418;Nossa Senhora do Carmo, Rua Treze de Maio 1418, Bela Vista, São Paulo;NuDoor;-023.5600200000;-046.6412600000
Ativo;AP2576;Apartamento;Residencial;Avenida Paulista 671;1116;Bela Vista;Suiço;São Paulo;330000.0;0.0;0.04;0.0;1;0;0;2019-10-17 00:00:00.000;30.0;30.0;671;Suiço, Avenida Paulista 671, Bela Vista, São Paulo;NuDoor;-023.2346900000;-046.7686900000
Ativo;AP2743;Apartamento;Residencial;Avenida Nove de Julho 1138;61;Bela Vista;Hubert;São Paulo;425000.0;0.0;400.0;0.0;2;0;0;2020-01-21 00:00:00.000;117.0;117.0;1138;Hubert, Avenida Nove de Julho 1138, Bela Vista, São Paulo;NuDoor;-023.5534000000;-046.6482200000
Ativo;AP2450;Apartamento;Residencial;Rua Santo Amaro 766;202 bloco a ( beatria );Bela Vista;Hilma;São Paulo;318000.0;0.0;415.0;0.0;1;1;1;2019-07-23 00:00:00.000;65.0;42.0;766;Hilma, Rua Santo Amaro 766, Bela Vista, São Paulo;NuDoor;-023.5562600000;-046.6401000000
Ativo;AP1833;Apartamento;Residencial;Alameda Ribeirão Preto 285;101;Bela Vista;Guarapari;São Paulo;957000.0;0.0;0.01;0.0;3;3;1;2018-06-16 00:00:00.000;185.0;139.0;285;Guarapari, Alameda Ribeirão Preto 285, Bela Vista, São Paulo;NuDoor;-023.5637600000;-046.6498800000
Ativo;AP1381;Apartamento;Residencial;Rua Barata Ribeiro 396;11;Bela Vista;Condomínio Edifício Barata Ribeiro;São Paulo;270000.0;0.0;0.07;0.0;1;0;1;2017-10-31 00:00:00.000;40.0;40.0;396;Condomínio Edifício Barata Ribeiro, Rua Barata Ribeiro 396, Bela Vista, São Paulo;NuDoor;-023.5566100000;-046.6538500000
Ativo;AP2267;Apartamento;Residencial;Rua José Antônio Coelho 626;21;Vila Mariana;Marquês de Valença;São Paulo;1347000.0;0.0;0.01;0.0;3;1;2;2019-04-14 00:00:00.000;170.0;108.0;626;Marquês de Valença, Rua José Antônio Coelho 626, Vila Mariana, São Paulo;NuDoor;-023.5808600000;-046.6465000000
Cancelado;AP1141;Apartamento;Residencial;Rua Doutor Plínio Barreto 159;87;Bela Vista;Down Town;São Paulo;0.0;1000.0;650.0;25.0;2;0;1;2017-06-03 00:00:00.000;0.0;75.0;159;Down Town, Rua Doutor Plínio Barreto 159, Bela Vista, São Paulo;NuDoor;-023.5575700000;-046.6520400000
Ativo;AP2318;Apartamento;Residencial;Rua Doutor Penaforte Mendes 157;43;Bela Vista;Studium;São Paulo;277000.0;0.0;0.05;0.0;1;0;1;2019-05-14 00:00:00.000;70.0;30.0;157;Studium, Rua Doutor Penaforte Mendes 157, Bela Vista, São Paulo;NuDoor;-023.5546400000;-046.6518300000
Ativo;AP2296;Apartamento;Residencial;Viaduto Nove de Julho 337;706;Consolação;Arco Iris;São Paulo;265000.0;0.0;0.04;0.0;1;0;0;2019-05-01 00:00:00.000;58.0;58.0;337;Arco Iris, Viaduto Nove de Julho 337, Consolação, São Paulo;NuDoor;-023.5494400000;-046.6423500000
Ativo;AP2015;Apartamento;Residencial;Rua Sousa Ramos 144;22;Vila Mariana;Ilha de Marajo;São Paulo;1487000.0;0.0;0.01;0.0;3;1;2;2018-09-08 00:00:00.000;267.0;140.0;144;Ilha de Marajo, Rua Sousa Ramos 144, Vila Mariana, São Paulo;NuDoor;-023.5959300000;-046.6311500000
Ativo;AP2618;Apartamento;Residencial;Rua Jener 4;41;Aclimação;Marlene;São Paulo;410000.0;0.0;0.09;0.0;2;0;1;2019-10-31 00:00:00.000;110.0;68.0;4;Marlene, Rua Jener 4, Aclimação, São Paulo;NuDoor;-023.4320800000;-046.7152100000
Ativo;AP1943;Apartamento;Residencial;Rua Gravataí 23;22;Consolação;Olinda;São Paulo;395000.0;0.0;0.04;0.0;1;0;0;2018-08-04 00:00:00.000;40.0;40.0;23;Olinda, Rua Gravataí 23, Consolação, São Paulo;NuDoor;-023.5487600000;-046.6474100000
Ativo;AP0969;Apartamento;Residencial;Avenida Giovanni Gronchi 3975;71;Morumbi;Condominio Roof;São Paulo;527000.0;0.0;0.02;0.01;4;3;4;2017-02-16 00:00:00.000;430.0;280.97;3975;Condominio Roof, Avenida Giovanni Gronchi 3975, Morumbi, São Paulo;NuDoor;-023.6145400000;-046.7311900000
Ativo;AP2551;Apartamento;Residencial;Alameda Glete 541;301;Campos Elíseos;Maria Vitoria;São Paulo;497000.0;0.0;0.08;0.0;3;0;0;2019-10-06 00:00:00.000;106.0;106.0;541;Maria Vitoria, Alameda Glete 541, Campos Elíseos, São Paulo;NuDoor;-023.5348800000;-046.6463200000
Ativo;AP2489;Apartamento;Residencial;Rua Costa Aguiar 3;11;Ipiranga;Life Park;São Paulo;300000.0;0.0;160.0;0.0;2;0;0;2019-08-18 00:00:00.000;70.0;70.0;3;Life Park, Rua Costa Aguiar 3, Ipiranga, São Paulo;NuDoor;-023.5764700000;-046.6074100000
Ativo;AP2746;Apartamento;Residencial;Avenida Nove de Julho 337;apto 2109;Bela Vista;Arco Iris;São Paulo;180000.0;0.0;270.0;0.01;1;0;0;2020-01-31 00:00:00.000;50.0;26.0;337;Arco Iris, Avenida Nove de Julho 337, Bela Vista, São Paulo;NuDoor;-022.6478100000;-047.1953900000
Cancelado;CA0089;Casa;Residencial;Rua Ambrosina de Macedo 70;casa sobrado;Vila Mariana;Casa Sobrado;São Paulo;0.0;4500.0;0.02;300.0;3;3;1;2019-11-21 00:00:00.000;125.0;160.0;70;Casa Sobrado, Rua Ambrosina de Macedo 70, Vila Mariana, São Paulo;NuDoor;-023.5816200000;-046.6419500000
Ativo;AP0712;Apartamento;Residencial;Rua Evaristo de Morais 55;Uni - 31;Vila Mariana;Bill Evans;São Paulo;4000000.0;0.0;4000.0;2100.0;5;5;5;2016-08-19 00:00:00.000;0.0;276.0;55;Bill Evans, Rua Evaristo de Morais 55, Vila Mariana, São Paulo;NuDoor;-023.5764900000;-046.6503000000
Ativo;AP1699;Apartamento;Residencial;Avenida Doutor Cardoso de Melo 841;Apto 127;Vila Olímpia;Drcm841;São Paulo;1250000.0;0.0;950.0;190.0;1;1;1;2018-04-30 00:00:00.000;69.0;69.0;841;Drcm841, Avenida Doutor Cardoso de Melo 841, Vila Olímpia, São Paulo;NuDoor;-023.5999300000;-046.6815600000
Ativo;SL0012;Salão;Comercial;Rua Cubatao 371;salão;Paraíso;Salão;São Paulo;0.0;4800.0;0.01;300.0;0;0;0;2018-01-12 00:00:00.000;90.0;90.0;371;Salão, Rua Cubatao 371, Paraíso, São Paulo;NuDoor;-023.5751700000;-046.6439800000
Cancelado;SL0015;Salão;Comercial;Rua Cubatão 843;salão comercial;Paraíso;Salão Comercial;São Paulo;0.0;5000.0;0.02;0.01;0;0;0;2019-12-10 00:00:00.000;50.0;50.0;843;Salão Comercial, Rua Cubatão 843, Paraíso, São Paulo;NuDoor;-023.5791700000;-046.6421900000
Cancelado;AP2374;Apartamento;Residencial;Rua Correia Dias 123;apto 11;Paraíso;Paradiso;São Paulo;0.0;2350.0;1045.29;157.0;2;0;1;2019-06-14 00:00:00.000;88.0;54.0;123;Paradiso, Rua Correia Dias 123, Paraíso, São Paulo;NuDoor;-023.5766500000;-046.6419700000
Ativo;AP2403;Apartamento;Residencial;Rua Doutor Nicolau de Sousa Queirós 465;908;Vila Mariana;Omny;São Paulo;290000.0;0.0;300.0;0.0;1;0;0;2019-07-03 00:00:00.000;0.0;24.0;465;Omny, Rua Doutor Nicolau de Sousa Queirós 465, Vila Mariana, São Paulo;NuDoor;-023.5794000000;-046.6380100000
Ativo;AP2603;Apartamento;Residencial;Rua Correia Dias 300;109;Paraíso;Sp Code;São Paulo;590000.0;0.0;500.0;0.0;1;1;1;2019-10-21 00:00:00.000;0.0;38.0;300;Sp Code, Rua Correia Dias 300, Paraíso, São Paulo;NuDoor;-023.5766700000;-046.6396300000
Ativo;AP2530;Apartamento;Residencial;Rua Eça Queiroz 300;1011;Vila Mariana;Park;São Paulo;299000.0;0.0;300.0;0.0;1;0;0;2019-09-11 00:00:00.000;0.0;25.0;300;Park, Rua Eça Queiroz 300, Vila Mariana, São Paulo;NuDoor;-023.5786200000;-046.6423700000
Ativo;AP2541;Apartamento;Residencial;Rua Eça de Queiroz 200;33;Paraíso;Park;São Paulo;600000.0;0.0;600.0;0.0;2;1;0;2019-09-17 00:00:00.000;0.0;51.0;200;Park, Rua Eça de Queiroz 200, Paraíso, São Paulo;NuDoor;-023.5787500000;-046.6428600000
Ativo;AP2542;Apartamento;Residencial;Rua Eça de Queiroz 222;11;Paraíso;Park;São Paulo;500000.0;0.0;500.0;0.0;1;0;0;2019-09-17 00:00:00.000;0.0;38.0;222;Park, Rua Eça de Queiroz 222, Paraíso, São Paulo;NuDoor;-023.5788200000;-046.6430600000
Ativo;SL0016;Salão;Comercial;Rua Cubatão 570;1;Paraíso;Cubatão;São Paulo;0.0;4490.0;0.01;350.0;0;0;0;2019-12-18 00:00:00.000;90.0;90.0;570;Cubatão, Rua Cubatão 570, Paraíso, São Paulo;NuDoor;-023.5753200000;-046.6439200000
Ativo;CA0084;Casa;Residencial;Avenida Joaquim Sampaio Peixoto 190;190;Parque São Luís;;São Paulo;518000.0;0.0;0.0;0.0;3;1;2;2019-04-06 00:00:00.000;200.0;168.0;190;, Avenida Joaquim Sampaio Peixoto 190, Parque São Luís, São Paulo;NuDoor;-023.4779300000;-046.6891800000
Ativo;SL0017;Salão;Comercial;Rua Cubatao 703;SALÃO COMERCIAL;Vila Mariana;Salão Comercial;São Paulo;550000.0;0.0;0.01;300.0;0;0;0;2020-01-29 00:00:00.000;35.0;35.0;703;Salão Comercial, Rua Cubatao 703, Vila Mariana, São Paulo;NuDoor;-023.5780300000;-046.6426100000
Ativo;AP2652;Apartamento;Residencial;Rua Doutor Guilherme Bannitz 60;2000;Itaim Bibi;Nun;São Paulo;710000.0;0.0;799.0;0.0;1;0;1;2019-11-21 00:00:00.000;0.0;47.0;60;Nun, Rua Doutor Guilherme Bannitz 60, Itaim Bibi, São Paulo;NuDoor;-023.5890000000;-046.6726200000
Ativo;AP2651;Apartamento;Residencial;Rua Caravelas 111;1;Vila Mariana;Nicolo Paganini;São Paulo;870000.0;0.0;799.0;200.0;2;1;2;2019-11-21 00:00:00.000;0.0;73.0;111;Nicolo Paganini, Rua Caravelas 111, Vila Mariana, São Paulo;NuDoor;-023.5818500000;-046.6477500000
Ativo;AP2462;Apartamento;Residencial;Rua Rio Grande 70;70;Vila Mariana;Ritz;São Paulo;1550000.0;0.0;1399.0;0.0;3;3;3;2019-07-30 00:00:00.000;0.0;141.0;70;Ritz, Rua Rio Grande 70, Vila Mariana, São Paulo;NuDoor;-023.5852900000;-046.6443800000
Cancelado;AP0416;Apartamento;Residencial;Rua Borges Lagoa 686;Apto. 05;Vila Clementino;;São Paulo;0.0;1900.0;340.0;9.0;1;0;1;2015-09-09 00:00:00.000;60.0;45.0;686;, Rua Borges Lagoa 686, Vila Clementino, São Paulo;NuDoor;-023.5969900000;-046.6432700000
Ativo;AP2555;Apartamento;Residencial;Avenida Nove de Julho 337;APTO 205;Bela Vista;Arco Iris;São Paulo;250000.0;0.0;500.0;0.02;1;0;0;2019-10-08 00:00:00.000;60.0;50.0;337;Arco Iris, Avenida Nove de Julho 337, Bela Vista, São Paulo;NuDoor;-022.6478100000;-047.1953900000
Ativo;AP2650;Apartamento;Residencial;Rua Caravelas 123;1;Vila Mariana;Residencial Parkside Ibirapuera;São Paulo;1650000.0;0.0;1599.0;500.0;3;1;4;2019-11-21 00:00:00.000;0.0;118.0;123;Residencial Parkside Ibirapuera, Rua Caravelas 123, Vila Mariana, São Paulo;NuDoor;-023.5819100000;-046.6479200000
Ativo;AP2649;Apartamento;Residencial;Rua Eça de Queiroz 132;1;Vila Mariana;Residencial Pauliceia;São Paulo;730000.0;0.0;829.0;180.0;2;1;1;2019-11-21 00:00:00.000;0.0;53.0;132;Residencial Pauliceia, Rua Eça de Queiroz 132, Vila Mariana, São Paulo;NuDoor;-023.5787000000;-046.6422700000
Ativo;AP1968;Apartamento;Residencial;Rua Artur Prado 433;1;Bela Vista;Host Paraíso Living Spaces;São Paulo;690000.0;0.0;749.0;0.01;2;1;1;2018-08-14 00:00:00.000;65.0;55.0;433;Host Paraíso Living Spaces, Rua Artur Prado 433, Bela Vista, São Paulo;NuDoor;-023.5640400000;-046.6434900000
Ativo;AP1804;Apartamento;Residencial;Rua Seridó 83;1;Itaim;San Marino;São Paulo;16000000.0;0.0;13199.0;0.0;4;4;5;2018-06-04 00:00:00.000;860.0;513.0;83;San Marino, Rua Seridó 83, Itaim, São Paulo;NuDoor;-023.5827200000;-046.6899000000
Ativo;AP2595;Apartamento;Residencial;Rua Guarará 316;316;Jardim Paulista;Jade;São Paulo;3700000.0;0.0;3114.0;0.0;4;4;4;2019-10-18 00:00:00.000;0.0;206.0;316;Jade, Rua Guarará 316, Jardim Paulista, São Paulo;NuDoor;-023.5725100000;-046.6584700000
Ativo;AP2599;Apartamento;Residencial;Alameda Sarutaiá 392;392;Jardim Paulista;Murano;São Paulo;7700000.0;0.0;5929.0;2643.0;4;4;5;2019-10-18 00:00:00.000;0.0;413.0;392;Murano, Alameda Sarutaiá 392, Jardim Paulista, São Paulo;NuDoor;-023.5685400000;-046.6553500000
Ativo;AP2581;Apartamento;Residencial;Rua do Livramento 251;251;Vila Mariana;Diamani;São Paulo;7200000.0;0.0;4969.0;0.0;4;4;5;2019-10-18 00:00:00.000;0.0;340.0;251;Diamani, Rua do Livramento 251, Vila Mariana, São Paulo;NuDoor;-023.5221200000;-047.5033100000
Ativo;AP2645;Apartamento;Residencial;Avenida Conselheiro Rodrigues Alves 575;575;Vila Mariana;Vivere Helbor;São Paulo;1320000.0;0.0;1179.0;0.0;3;1;2;2019-11-18 00:00:00.000;0.0;113.0;575;Vivere Helbor, Avenida Conselheiro Rodrigues Alves 575, Vila Mariana, São Paulo;NuDoor;-023.5845300000;-046.6432500000
Ativo;AP2570;Apartamento;Residencial;Alameda Joaquim Eugênio de Lima 1050;1058;Jardim Paulista;Messina;São Paulo;940000.0;0.0;1199.0;0.0;3;1;1;2019-10-16 00:00:00.000;0.0;100.0;1050;Messina, Alameda Joaquim Eugênio de Lima 1050, Jardim Paulista, São Paulo;NuDoor;-023.5698100000;-046.6546100000
Ativo;CO0049;Cobertura;Residencial;Rua Canário 130;38;Moema;The Place;São Paulo;26300000.0;0.0;9299.0;6547.99;4;4;8;2019-11-08 00:00:00.000;0.0;717.0;130;The Place, Rua Canário 130, Moema, São Paulo;NuDoor;-023.5978000000;-046.6638200000
Ativo;CO0052;Cobertura;Residencial;Rua Guimarães Passos 240;242;Vila Mariana;Maison Massi;São Paulo;2150000.0;0.0;2299.0;0.0;3;3;3;2019-11-12 00:00:00.000;0.0;190.0;240;Maison Massi, Rua Guimarães Passos 240, Vila Mariana, São Paulo;NuDoor;-023.5791000000;-046.6337200000
Ativo;AP2580;Apartamento;Residencial;Rua Rio Grande 574;574;Vila Mariana;La Tour Rio Grande;São Paulo;1300000.0;0.0;1209.0;0.0;3;1;2;2019-10-17 00:00:00.000;0.0;116.0;574;La Tour Rio Grande, Rua Rio Grande 574, Vila Mariana, São Paulo;NuDoor;-023.5892400000;-046.6419500000
Ativo;AP1965;Apartamento;Residencial;Rua Conde de Irajá 142;1;Vila Mariana;Coletânea Vila Mariana;São Paulo;2350000.0;0.0;1899.0;0.0;4;3;3;2018-08-13 00:00:00.000;220.0;213.0;142;Coletânea Vila Mariana, Rua Conde de Irajá 142, Vila Mariana, São Paulo;NuDoor;-023.5917000000;-046.6340900000
Ativo;AP2574;Apartamento;Residencial;Rua Afonso de Freitas 57;59;Paraíso;Up Side P;São Paulo;2050000.0;0.0;10089.0;0.0;3;3;2;2019-10-16 00:00:00.000;0.0;145.0;57;Up Side P, Rua Afonso de Freitas 57, Paraíso, São Paulo;NuDoor;-023.5743800000;-046.6422900000
Ativo;AP1998;Apartamento;Residencial;Rua José Antônio Coelho 105;1;Vila Mariana;Heaven Paraíso;São Paulo;1320000.0;0.0;1279.0;0.01;4;2;2;2018-08-30 00:00:00.000;127.0;107.0;105;Heaven Paraíso, Rua José Antônio Coelho 105, Vila Mariana, São Paulo;NuDoor;-023.5795100000;-046.6418100000
Ativo;AP2483;Apartamento;Residencial;Rua Seridó 73;73;Jardim Europa;S. Marino;São Paulo;16300000.0;0.0;6699.0;8000.0;4;4;6;2019-08-14 00:00:00.000;0.0;513.0;73;S. Marino, Rua Seridó 73, Jardim Europa, São Paulo;NuDoor;-023.5139000000;-047.4880700000
Ativo;AP2636;Apartamento;Residencial;Rua Guimarães Passos 242;242;Vila Mariana;Massi;São Paulo;1170000.0;0.0;1239.0;0.0;3;1;2;2019-11-12 00:00:00.000;0.0;103.0;242;Massi, Rua Guimarães Passos 242, Vila Mariana, São Paulo;NuDoor;-023.5791000000;-046.6337200000
Ativo;CO0050;Cobertura;Residencial;Rua Tucumã 691;28;Jardim Europa;Villa Europa;São Paulo;50000000.0;0.0;20999.0;0.01;5;5;11;2019-11-12 00:00:00.000;0.0;1250.0;691;Villa Europa, Rua Tucumã 691, Jardim Europa, São Paulo;NuDoor;-023.5826300000;-046.6911900000
Ativo;AP1985;Apartamento;Residencial;Rua Dionísio da Costa 412;1;Vila Mariana;Don Klabin;São Paulo;1900000.0;0.0;17799.0;0.01;3;3;3;2018-08-22 00:00:00.000;166.0;156.0;412;Don Klabin, Rua Dionísio da Costa 412, Vila Mariana, São Paulo;NuDoor;-023.5892700000;-046.6244700000
Ativo;AP2598;Apartamento;Residencial;Rua Pirapora 231;255;Ibirapuera;Le Paysage;São Paulo;5500000.0;0.0;5089.0;2550.0;4;4;5;2019-10-18 00:00:00.000;0.0;322.0;231;Le Paysage, Rua Pirapora 231, Ibirapuera, São Paulo;NuDoor;-023.5819900000;-046.6523100000
